"Guid","CurrencyIsoCode","SBQQ__FilterField__c","SBQQ__FilterValue__c","SBQQ__Operator__c","SBQQ__Product__c","SBQQ__Required__c","SBQQ__Rule__c","SBQQ__Type__c","SBQQ__ValueAttribute__c","SBQQ__ValueField__c","SBQQ__ValueObject__c"
3f35d9ce-6919-422d-a549-dc45cd5e1043,USD,"#N/A","#N/A","#N/A",8b3568c4-ba49-4915-a908-fb08809acc13,false,51a9e740-01b4-4161-ae1a-7901370d3731,Remove,"#N/A","#N/A","#N/A"
3f52836e-d304-4a44-a425-ff1a3bc318d7,USD,"#N/A","#N/A","#N/A",dcc93b7e-542a-442f-8eb0-74874865a761,false,12e534e7-521e-4b48-b0f6-cfb92961f6b0,Remove,"#N/A","#N/A","#N/A"
3f7742bf-9d46-4ebc-bf5e-1478234a1c7d,USD,"#N/A","#N/A","#N/A",02a89180-780a-48ee-90c2-76fd8f37f6b3,false,c54f38c9-988a-4f28-b3a9-fc0a7cb044ee,Hide & Remove,"#N/A","#N/A","#N/A"
4328956e-0996-4aab-92f3-ffda3cfbf5a1,USD,"#N/A","#N/A","#N/A",e17162c1-47aa-4914-9c79-41307c52b3a6,false,51a9e740-01b4-4161-ae1a-7901370d3731,Show & Add,"#N/A","#N/A","#N/A"
45af7086-e6bd-4eb3-ab81-c019b9a86b3b,USD,"#N/A","#N/A","#N/A",53951f9a-99af-4345-9453-1845d0b98c75,false,29fed211-4736-449a-9de4-d7e031ecd13d,Hide & Remove,"#N/A","#N/A","#N/A"
464f3eb1-70ca-41f7-a329-460a86f0d847,USD,"#N/A","#N/A","#N/A",b2f341c6-f308-42ce-add0-9190cf45d086,false,51a9e740-01b4-4161-ae1a-7901370d3731,Remove,"#N/A","#N/A","#N/A"
49075185-c18a-477e-bb40-0f5656050b0f,USD,"#N/A","#N/A","#N/A",18046ac8-91b1-4680-a1e1-f468ab94e46b,false,12e534e7-521e-4b48-b0f6-cfb92961f6b0,Remove,"#N/A","#N/A","#N/A"
4a8bfa7f-00a3-4c1f-9243-8422c80cc552,USD,"#N/A","#N/A","#N/A",75489686-1f1b-45a4-a290-533cc16a0e12,false,774561f1-7ce5-486f-bf54-84224dc302cc,Show,"#N/A","#N/A","#N/A"
4b665919-7226-4d3e-98bc-86c4cb9783b4,USD,"#N/A","#N/A","#N/A",8c7ec11c-572a-4f3f-b378-1bad2f089fb4,false,2e925465-826f-4525-94ea-07d5ca1660ee,Remove,"#N/A","#N/A","#N/A"
4f062f97-8807-41ad-a50c-95bcee85a8d8,USD,"#N/A","#N/A","#N/A",e17162c1-47aa-4914-9c79-41307c52b3a6,false,2e925465-826f-4525-94ea-07d5ca1660ee,Remove,"#N/A","#N/A","#N/A"
4f23761d-d8ec-49a4-9589-25a1f5356221,USD,"#N/A","#N/A","#N/A",b5b0072e-ef57-4c69-9691-71ad80c9b519,false,2e925465-826f-4525-94ea-07d5ca1660ee,Remove,"#N/A","#N/A","#N/A"
562c6d5b-7588-46b9-b8c1-91ddcb539fed,USD,"#N/A","#N/A","#N/A",b2f341c6-f308-42ce-add0-9190cf45d086,false,54ca54f5-a205-4ae0-b57d-ee21da476531,Show & Add,"#N/A","#N/A","#N/A"
58de4c6c-84a5-44e4-b0e8-42be82d8f275,USD,"#N/A","#N/A","#N/A",dcc93b7e-542a-442f-8eb0-74874865a761,false,2e925465-826f-4525-94ea-07d5ca1660ee,Show & Add,"#N/A","#N/A","#N/A"
6085198b-72d0-4078-9ba3-aff24afdf3b4,USD,"#N/A","#N/A","#N/A",e17162c1-47aa-4914-9c79-41307c52b3a6,false,0148be78-32a1-4392-a657-4a4ce93fb530,Show & Add,"#N/A","#N/A","#N/A"
61467da5-6efa-4c48-b793-a30e5cbb4763,USD,Product_Solution__c,SIEM,equals,"#N/A",false,7b37ce3a-2780-4c33-8ec1-79b8585c55d3,Default Filter,"#N/A","#N/A","#N/A"
66bcab61-4e19-4fef-8e81-ae8e22ca58bd,USD,"#N/A","#N/A","#N/A",6ce56460-94eb-45fa-94b5-3aa33275b8c4,false,6695f60c-d019-4b51-81b7-af512d65ae90,Hide & Remove,"#N/A","#N/A","#N/A"
6ac113e0-07bc-483c-9a96-9c37932ce844,USD,"#N/A","#N/A","#N/A",7aff88bf-3e69-413a-96f2-5b747ed9db76,false,51a9e740-01b4-4161-ae1a-7901370d3731,Show & Add,"#N/A","#N/A","#N/A"
6c42f449-e3e6-4379-ace5-42da95533527,USD,"#N/A","#N/A","#N/A",ed1c2de8-a656-4999-a615-288702367f96,false,f929ab80-9e98-41fe-844d-664d79da2431,Hide & Remove,"#N/A","#N/A","#N/A"
769c9fc0-ece7-40fa-b2fd-42207a294ada,USD,"#N/A","#N/A","#N/A",02a89180-780a-48ee-90c2-76fd8f37f6b3,false,710bb65d-c384-4634-8b6b-a29337c05416,Show & Add,"#N/A","#N/A","#N/A"
778908ea-748b-4567-8ae1-f54e67a5137a,USD,"#N/A","#N/A","#N/A",1f4da963-19a1-495c-ac43-2a7c723cd87b,false,774561f1-7ce5-486f-bf54-84224dc302cc,Show,"#N/A","#N/A","#N/A"
7820ac99-25d0-48eb-9ef6-6e36aee41757,USD,"#N/A","#N/A","#N/A",ae6f8353-10c7-4ade-b234-8b555e8c114e,false,54ca54f5-a205-4ae0-b57d-ee21da476531,Remove,"#N/A","#N/A","#N/A"
792f1da3-eac0-46bd-bc19-37d97adaaa66,USD,"#N/A","#N/A","#N/A",7aff88bf-3e69-413a-96f2-5b747ed9db76,false,2e925465-826f-4525-94ea-07d5ca1660ee,Remove,"#N/A","#N/A","#N/A"
7d49b570-25d8-40b5-8ff4-92a94b69fe9d,USD,"#N/A","#N/A","#N/A",75489686-1f1b-45a4-a290-533cc16a0e12,false,29fed211-4736-449a-9de4-d7e031ecd13d,Hide & Remove,"#N/A","#N/A","#N/A"
80c6c39d-35d9-44c2-a898-eedf188bd233,USD,"#N/A","#N/A","#N/A",62932448-67d1-4044-8961-5fce2eae0fbb,true,7f3bca6b-bf17-4388-b081-e4aaa36681c5,Show & Add,"#N/A","#N/A","#N/A"
81e33d3c-f76e-4bda-a358-e8e827b58e24,USD,"#N/A","#N/A","#N/A",1edfdb01-0fec-4f54-9004-a1548d155037,false,82eaa8be-6804-48ca-bd28-6b2b05f9b692,Show & Add,"#N/A","#N/A","#N/A"
859c8f91-2e00-462a-8509-a2f95e544f26,USD,"#N/A","#N/A","#N/A",d1152b85-e466-4c81-a7e4-ccc0049b7d69,false,2e925465-826f-4525-94ea-07d5ca1660ee,Remove,"#N/A","#N/A","#N/A"
884e7317-4257-4ade-a4f5-a1088868b397,USD,"#N/A","#N/A","#N/A",7aff88bf-3e69-413a-96f2-5b747ed9db76,false,12e534e7-521e-4b48-b0f6-cfb92961f6b0,Remove,"#N/A","#N/A","#N/A"
93dea996-392f-498b-9aca-44c0d6bafd85,USD,"#N/A","#N/A","#N/A",6ce56460-94eb-45fa-94b5-3aa33275b8c4,false,82eaa8be-6804-48ca-bd28-6b2b05f9b692,Show,"#N/A","#N/A","#N/A"
94b85734-c929-428f-b1d7-89f424224671,USD,"#N/A","#N/A","#N/A",dcc93b7e-542a-442f-8eb0-74874865a761,false,51a9e740-01b4-4161-ae1a-7901370d3731,Remove,"#N/A","#N/A","#N/A"
95f825ca-9d57-4dee-994a-7f88a2d01980,USD,"#N/A","#N/A","#N/A",11fc2741-a475-4c7e-a5ad-e642d0acfd1a,false,2e925465-826f-4525-94ea-07d5ca1660ee,Show & Add,"#N/A","#N/A","#N/A"
9b387edb-e41f-4f97-954f-288d229c186b,USD,"#N/A","#N/A","#N/A",ae6f8353-10c7-4ade-b234-8b555e8c114e,false,0148be78-32a1-4392-a657-4a4ce93fb530,Remove,"#N/A","#N/A","#N/A"
a37a6bf1-75fb-4868-aed6-51d09b00e7ba,USD,"#N/A","#N/A","#N/A",e17162c1-47aa-4914-9c79-41307c52b3a6,false,3b7d2056-3123-498c-ab9d-b6b8a97e2431,Remove,"#N/A","#N/A","#N/A"
a562795d-7d5e-442d-bc57-30e8b93bb802,USD,"#N/A","#N/A","#N/A",8b3568c4-ba49-4915-a908-fb08809acc13,false,2e925465-826f-4525-94ea-07d5ca1660ee,Remove,"#N/A","#N/A","#N/A"
a5e4b4ba-fab0-4a0a-9bd1-12f965a07882,USD,"#N/A","#N/A","#N/A",c9630b22-8c2f-4b25-bb3f-e7de77a1d91d,false,edb103a9-24f4-4d46-acd4-7939603ca5ff,Show,"#N/A","#N/A","#N/A"
a941c8a7-8f4a-47da-8647-7d26a0601833,USD,"#N/A","#N/A","#N/A",ae6f8353-10c7-4ade-b234-8b555e8c114e,false,12e534e7-521e-4b48-b0f6-cfb92961f6b0,Show & Add,"#N/A","#N/A","#N/A"
ac38c25a-e45d-44d9-8890-220202574ba4,USD,"#N/A","#N/A","#N/A",6d90f183-63a3-4b5c-84cb-c9de7b63f5fa,false,db2be28e-2994-477f-8ea3-793453e8049d,Show,"#N/A","#N/A","#N/A"
ae5cfac7-c396-4e20-8eaa-a0bacccbfcca,USD,"#N/A","#N/A","#N/A",c9630b22-8c2f-4b25-bb3f-e7de77a1d91d,false,d43a33eb-ddcc-42ab-a59b-a54c78dbb860,Hide & Remove,"#N/A","#N/A","#N/A"
afa4b0f7-6078-4b65-ac2b-7044eb587182,USD,"#N/A","#N/A","#N/A",ae6f8353-10c7-4ade-b234-8b555e8c114e,false,2e925465-826f-4525-94ea-07d5ca1660ee,Show & Add,"#N/A","#N/A","#N/A"
b09dcccf-ff8f-46ae-9b85-d003db861a88,USD,"#N/A","#N/A","#N/A",14c85530-c14c-4a0b-bbe1-e5a8f2fc534f,false,51a9e740-01b4-4161-ae1a-7901370d3731,Remove,"#N/A","#N/A","#N/A"
bb8620ae-4921-4b56-b32a-0b09ecf328e0,USD,"#N/A","#N/A","#N/A",18046ac8-91b1-4680-a1e1-f468ab94e46b,false,e60394f0-27b4-4ee4-a95a-328289f49019,Add,"#N/A","#N/A","#N/A"
bece4b42-7297-45fd-9cc2-44a206c110b9,USD,"#N/A","#N/A","#N/A",8de24f43-f58a-423c-892f-da0d2e4fab2f,false,bf2a5689-68ef-4956-804c-0e521cc5b0e6,Hide & Remove,"#N/A","#N/A","#N/A"
c1e5ca24-01b3-4f45-9e80-c1168036389a,USD,"#N/A","#N/A","#N/A",629312f4-eb08-4d13-96bc-68db51aa3e3a,false,f3016fb7-e021-4a0b-8c3f-b89c75153372,Show & Add,"#N/A","#N/A","#N/A"
c32051e0-e584-4eb5-8ef5-71d040b00985,USD,"#N/A","#N/A","#N/A",3c215587-2a45-4c30-8c9d-ad1c211e519d,false,a072b309-b7d1-43ae-947b-0d9cdcfb3c5f,Show & Add,"#N/A","#N/A","#N/A"
c6b656a0-4d40-4bce-984d-02bd6e0621e1,USD,"#N/A","#N/A","#N/A",d1152b85-e466-4c81-a7e4-ccc0049b7d69,false,51a9e740-01b4-4161-ae1a-7901370d3731,Remove,"#N/A","#N/A","#N/A"
c71fab4b-07a2-4fae-9a27-cceee66ca6c8,USD,"#N/A","#N/A","#N/A",3c215587-2a45-4c30-8c9d-ad1c211e519d,false,42fbf245-d37d-4359-8e32-f57a6be0c89f,Add,"#N/A","#N/A","#N/A"
c8f32cbc-befe-4fce-8120-91294c9a2248,USD,"#N/A","#N/A","#N/A",8c7ec11c-572a-4f3f-b378-1bad2f089fb4,false,12e534e7-521e-4b48-b0f6-cfb92961f6b0,Show & Add,"#N/A","#N/A","#N/A"
ca6d8e4e-09ed-405e-b297-a8677d91bace,USD,"#N/A","#N/A","#N/A",18046ac8-91b1-4680-a1e1-f468ab94e46b,false,51a9e740-01b4-4161-ae1a-7901370d3731,Show & Add,"#N/A","#N/A","#N/A"
cefd07d1-5f26-4fdd-9a3f-cb8466310b07,USD,"#N/A","#N/A","#N/A",3c215587-2a45-4c30-8c9d-ad1c211e519d,false,442bdf5f-1139-42ce-9d7f-6d376e201059,Remove,"#N/A","#N/A","#N/A"
cf7e242f-0cc2-417a-9dc1-d85df3490cb9,USD,"#N/A","#N/A","#N/A",53951f9a-99af-4345-9453-1845d0b98c75,false,774561f1-7ce5-486f-bf54-84224dc302cc,Show,"#N/A","#N/A","#N/A"
d4349f9d-6db4-4f1e-a5c9-b5cdb70c967d,USD,"#N/A","#N/A","#N/A",8de24f43-f58a-423c-892f-da0d2e4fab2f,false,53d5aacc-1c91-4b5e-9875-72f7329b0dcd,Show,"#N/A","#N/A","#N/A"
d89577a6-dd17-447b-947d-b7674349d02b,USD,"#N/A","#N/A","#N/A",cae82e7b-bc55-4b44-a2cd-58fe9a62c646,false,edb103a9-24f4-4d46-acd4-7939603ca5ff,Show,"#N/A","#N/A","#N/A"
da4aced2-5344-4a1e-ad83-3ba94f89946d,USD,"#N/A","#N/A","#N/A",ae3c9dfc-5737-40f6-b8e2-d9576da2fffb,false,8c326c84-0f33-43be-912f-3d5773001cee,Hide & Remove,"#N/A","#N/A","#N/A"
dcbbf2c2-7394-44c0-aeee-5938357b740d,USD,"#N/A","#N/A","#N/A",18046ac8-91b1-4680-a1e1-f468ab94e46b,false,2e925465-826f-4525-94ea-07d5ca1660ee,Remove,"#N/A","#N/A","#N/A"
df8ad629-6dac-45cd-978b-d4848fdf2794,USD,"#N/A","#N/A","#N/A",a474b155-91e3-464e-ac9e-e333a180fc46,false,53d5aacc-1c91-4b5e-9875-72f7329b0dcd,Show,"#N/A","#N/A","#N/A"
e5df4a5d-2237-4415-8f8f-542ba250cfdb,USD,"#N/A","#N/A","#N/A",b5b0072e-ef57-4c69-9691-71ad80c9b519,false,12e534e7-521e-4b48-b0f6-cfb92961f6b0,Show & Add,"#N/A","#N/A","#N/A"
e6e31322-2a48-4ad3-add4-f32f688d2eca,USD,"#N/A","#N/A","#N/A",d1152b85-e466-4c81-a7e4-ccc0049b7d69,false,12e534e7-521e-4b48-b0f6-cfb92961f6b0,Remove,"#N/A","#N/A","#N/A"
e8bc1b1f-75e5-431e-91b2-50111a47a4ad,USD,"#N/A","#N/A","#N/A",b2f341c6-f308-42ce-add0-9190cf45d086,false,12e534e7-521e-4b48-b0f6-cfb92961f6b0,Remove,"#N/A","#N/A","#N/A"
eb368a01-d65a-4b71-8e8b-aac97ffbc4d3,USD,"#N/A","#N/A","#N/A",b5b0072e-ef57-4c69-9691-71ad80c9b519,false,51a9e740-01b4-4161-ae1a-7901370d3731,Remove,"#N/A","#N/A","#N/A"
eb72a9f9-6abe-4e27-9b0c-fa877fbb721b,USD,"#N/A","#N/A","#N/A",8b3568c4-ba49-4915-a908-fb08809acc13,false,12e534e7-521e-4b48-b0f6-cfb92961f6b0,Show & Add,"#N/A","#N/A","#N/A"
ed544f1a-406d-4482-b48f-f1e555bed9e3,USD,"#N/A","#N/A","#N/A",530eb599-17e2-4f00-9d99-bc6a778e695c,false,2e925465-826f-4525-94ea-07d5ca1660ee,Remove,"#N/A","#N/A","#N/A"
ed803bd8-c3ec-43fc-a25a-ea8e60152318,USD,"#N/A","#N/A","#N/A",6d90f183-63a3-4b5c-84cb-c9de7b63f5fa,false,cb20f3d8-9c36-4543-9364-0093dad90f40,Hide & Remove,"#N/A","#N/A","#N/A"
f1cf215b-461a-4e6c-a0c3-5e30f837ab75,USD,"#N/A","#N/A","#N/A",ae6f8353-10c7-4ade-b234-8b555e8c114e,false,51a9e740-01b4-4161-ae1a-7901370d3731,Remove,"#N/A","#N/A","#N/A"
f1eb3324-cf60-4420-91fc-fa289a730715,USD,"#N/A","#N/A","#N/A",62932448-67d1-4044-8961-5fce2eae0fbb,false,7f3bca6b-bf17-4388-b081-e4aaa36681c5,Disable,"#N/A","#N/A","#N/A"
f9b9bc06-5d71-449c-acac-93f4cf07f4af,USD,"#N/A","#N/A","#N/A",14c85530-c14c-4a0b-bbe1-e5a8f2fc534f,false,12e534e7-521e-4b48-b0f6-cfb92961f6b0,Remove,"#N/A","#N/A","#N/A"
fdbfb98a-60d9-43db-ae25-84300832055f,USD,"#N/A","#N/A","#N/A",14c85530-c14c-4a0b-bbe1-e5a8f2fc534f,false,2e925465-826f-4525-94ea-07d5ca1660ee,Show & Add,"#N/A","#N/A","#N/A"
ffc06f5c-eb40-4fb3-a104-cb91ab1a5d17,USD,"#N/A","#N/A","#N/A",109dd2af-0246-43ce-926c-1d37094cde9b,false,db2be28e-2994-477f-8ea3-793453e8049d,Show,"#N/A","#N/A","#N/A"
